Date,Code,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Rank
2022-05-31,003850,보령,KOSPI,,12100,2,-100,-0.82,12250,12300,12050,63978,776937300,831149000000,68690000,STK,323
2022-05-31,086900,메디톡스,KOSDAQ,우량기업부,126500,2,-2800,-2.17,129000,130000,126100,37183,4725452000,829343234500,6556073,KSQ,324
2022-05-31,100090,삼강엠앤티,KOSDAQ,중견기업부,22350,3,0,0.0,22400,23550,22100,1519346,34671774500,828663619200,37076672,KSQ,325
2022-05-31,005440,현대그린푸드,KOSPI,,8370,2,-90,-1.06,8440,8480,8360,272079,2287458470,817786514340,97704482,STK,326
2022-05-31,267260,현대일렉트릭,KOSPI,,22550,1,450,2.04,22100,22550,22100,303006,6785205600,812862894250,36047135,STK,327
2022-05-31,950210,프레스티지바이오파마,KOSPI,,13450,1,300,2.28,13150,13500,13050,204748,2725812650,808293284750,60096155,STK,328
2022-05-31,192080,더블유게임즈,KOSPI,,43950,2,-550,-1.24,44450,44600,43750,41561,1832062500,807559362900,18374502,STK,329
2022-05-31,189300,인텔리안테크,KOSDAQ,우량기업부,87900,1,500,0.57,87800,87900,86400,169377,14841596800,807244505100,9183669,KSQ,330
2022-05-31,267270,현대건설기계,KOSPI,,40600,2,-400,-0.98,41100,41750,40600,100913,4153301750,799852195800,19700793,STK,331
2022-05-31,064550,바이오니아,KOSDAQ,우량기업부,30950,2,-200,-0.64,31300,31300,30350,168872,5212764100,798828506450,25810291,KSQ,332
2022-05-31,182400,엔케이맥스,KOSDAQ,기술성장기업부,20250,1,500,2.53,19800,20400,19150,316594,6320390800,795517038000,39284792,KSQ,333
2022-05-31,084850,아이티엠반도체,KOSDAQ,우량기업부,35000,2,-50,-0.14,34700,35200,34650,19211,671418850,793727690000,22677934,KSQ,334
2022-05-31,192820,코스맥스,KOSPI,,69900,1,1400,2.04,69600,70500,68200,115517,8044516900,793330679100,11349509,STK,335
2022-05-31,009970,영원무역홀딩스,KOSPI,,57500,2,-1500,-2.54,59000,59400,57100,25136,1451362400,784046540000,13635592,STK,336
2022-05-31,001680,대상,KOSPI,,22500,2,-200,-0.88,22750,22800,22350,98131,2207265450,779580562500,34648025,STK,337
2022-05-31,003520,영진약품,KOSPI,,4205,2,-15,-0.36,4240,4270,4190,366264,1543184170,769063933855,182892731,STK,338
2022-05-31,006120,SK디스커버리,KOSPI,,40250,1,1000,2.55,39300,40300,39250,62635,2497199400,766273663750,19037855,STK,339
2022-05-31,140860,파크시스템스,KOSDAQ,우량기업부,109800,2,-2200,-1.96,111500,112400,107000,38435,4214173100,761919658200,6939159,KSQ,340
2022-05-31,003000,부광약품,KOSPI,,10700,3,0,0.0,10650,10750,10500,285953,3041753400,760374624300,71063049,STK,341
2022-05-31,010050,우리종금,KOSPI,,859,1,1,0.12,857,860,851,2014776,1727649507,750940725754,874203406,STK,342
2022-05-31,046890,서울반도체,KOSDAQ,우량기업부,12800,1,150,1.19,12650,12800,12450,236707,3005041100,746309120000,58305400,KSQ,343
2022-05-31,298000,효성화학,KOSPI,,233500,3,0,0.0,236500,236500,231000,7236,1695793500,744894421000,3190126,STK,344
2022-05-31,069080,웹젠,KOSDAQ,우량기업부,21000,3,0,0.0,21200,21250,20850,163057,3432174950,741528564000,35310884,KSQ,345
2022-05-31,383800,LX홀딩스,KOSPI,,9700,2,-40,-0.41,9740,9750,9680,130905,1270530050,739922693000,76280690,STK,346
2022-05-31,007340,디티알오토모티브,KOSPI,,72900,1,3900,5.65,71100,75800,70600,83353,6095909000,728562964500,9994005,STK,347
2022-05-31,280360,롯데제과,KOSPI,,113500,3,0,0.0,114000,114500,113000,4963,563785000,728297379500,6416717,STK,348
2022-05-31,101730,위메이드맥스,KOSDAQ,중견기업부,21650,2,-500,-2.26,22550,22650,20700,698287,15028663650,720843071800,33295292,KSQ,349
2022-05-31,284740,쿠쿠홈시스,KOSPI,,32100,3,0,0.0,32200,32450,31300,30762,991170100,720238293000,22437330,STK,350
2022-05-31,383310,에코프로에이치엔,KOSDAQ,중견기업부,46900,2,-250,-0.53,47200,47450,46500,63578,2994178000,717801310800,15304932,KSQ,351
2022-05-31,323990,박셀바이오,KOSDAQ,기술성장기업부,46700,1,300,0.65,46750,46800,45800,176468,8181514950,710914100000,15223000,KSQ,352
2022-05-31,090435,아모레퍼시픽우,KOSPI,,67300,2,-1100,-1.61,68400,68900,67300,15721,1064895600,710541959000,10557830,STK,353
2022-05-31,057050,현대홈쇼핑,KOSPI,,59000,2,-600,-1.01,59000,60000,58900,24152,1438084600,708000000000,12000000,STK,354
2022-05-31,003280,흥아해운,KOSPI,,2940,1,20,0.68,2945,2950,2895,348676,1017346770,706849203060,240424899,STK,355
2022-05-31,192650,드림텍,KOSPI,,10450,2,-100,-0.95,10600,10600,10450,106039,1111700750,703701777350,67339883,STK,356
2022-05-31,294090,이오플로우,KOSDAQ,기술성장기업부,23100,1,850,3.82,22650,23150,22300,175041,4002781000,700011335100,30303521,KSQ,357
2022-05-31,097520,엠씨넥스,KOSPI,,38800,1,250,0.65,38650,39200,38450,70279,2731456550,697485561600,17976432,STK,358
2022-05-31,000070,삼양홀딩스,KOSPI,,81400,2,-2400,-2.86,83300,84200,81400,23655,1951627000,697131659400,8564271,STK,359
2022-05-31,003230,삼양식품,KOSPI,,92500,1,1500,1.65,91500,93300,90900,54003,4974731300,696803887500,7533015,STK,360
2022-05-31,025980,아난티,KOSDAQ,중견기업부,8000,2,-20,-0.25,8050,8050,7960,387092,3099184880,691431208000,86428901,KSQ,361
2022-05-31,095340,ISC,KOSDAQ,우량기업부,39700,1,750,1.93,39000,40150,38950,186912,7423951600,690758998700,17399471,KSQ,362
2022-05-31,064960,SNT모티브,KOSPI,,47000,1,900,1.95,46500,47650,46150,99217,4678138500,687287392000,14623136,STK,363
2022-05-31,210980,SK디앤디,KOSPI,,30900,1,1050,3.52,31000,31000,30000,42419,1300070750,685676067600,22190164,STK,364
2022-05-31,348210,넥스틴,KOSDAQ,기술성장기업부,70100,1,2700,4.01,67900,70100,67200,43546,3007559700,678734838000,9682380,KSQ,365
2022-05-31,000640,동아쏘시오홀딩스,KOSPI,,106500,1,500,0.47,105000,106500,104000,7103,753064500,676159234500,6348913,STK,366
2022-05-31,003030,세아제강지주,KOSPI,,162500,1,1000,0.62,160500,167500,159000,20934,3425590000,673019262500,4141657,STK,367
2022-05-31,033640,네패스,KOSDAQ,중견기업부,29100,1,250,0.87,28800,29150,28450,119218,3450353900,671022778200,23059202,KSQ,368
2022-05-31,085620,미래에셋생명,KOSPI,,3780,1,70,1.89,3720,3865,3700,221156,838358955,669121194420,177016189,STK,369
2022-05-31,009450,경동나비엔,KOSPI,,45900,1,50,0.11,46200,46200,45450,19283,881716800,668698372800,14568592,STK,370
2022-05-31,319660,피에스케이,KOSDAQ,우량기업부,45250,1,150,0.33,45550,45600,44250,113487,5081657250,668117155000,14765020,KSQ,371
2022-05-31,178320,서진시스템,KOSDAQ,우량기업부,17750,1,100,0.57,17650,17900,17550,196566,3489132250,667056395500,37580642,KSQ,372
2022-05-31,256840,한국비엔씨,KOSDAQ,벤처기업부,9960,2,-340,-3.3,10500,10500,9960,967378,9728992610,666785446800,66946330,KSQ,373
2022-05-31,005610,SPC삼립,KOSPI,,76300,2,-100,-0.13,76900,77300,76200,13896,1064033400,658393386700,8629009,STK,374
2022-05-31,049070,인탑스,KOSDAQ,우량기업부,38250,1,350,0.92,37900,38250,37550,309017,11783962750,657900000000,17200000,KSQ,375
2022-05-31,091700,파트론,KOSDAQ,우량기업부,11150,2,-150,-1.33,11250,11250,11100,489532,5462623400,656938086100,58918214,KSQ,376
2022-05-31,290510,코리아센터,KOSDAQ,우량기업부,6150,3,0,0.0,6130,6200,6070,124649,762855940,652619181000,106116940,KSQ,377
2022-05-31,064260,다날,KOSDAQ,우량기업부,9430,1,130,1.4,9380,9430,9170,2203765,20626037530,650189447200,68949040,KSQ,378
2022-05-31,060250,NHN한국사이버결제,KOSDAQ,우량기업부,16150,1,100,0.62,16300,16400,15900,454597,7347332650,648593867650,40160611,KSQ,379
2022-05-31,106240,파인테크닉스,KOSDAQ,우량기업부,14350,1,200,1.41,14200,14500,14000,777149,11136166450,648510495150,45192369,KSQ,380
2022-05-31,289220,자이언트스텝,KOSDAQ,기술성장기업부,29600,1,700,2.42,29250,29600,28500,246260,7155912300,646287998400,21834054,KSQ,381
2022-05-31,090710,휴림로봇,KOSDAQ,중견기업부,3940,1,25,0.64,4135,4250,3905,54276995,219578935455,645197450120,163755698,KSQ,382
2022-05-31,206650,유바이오로직스,KOSDAQ,기술성장기업부,17700,1,50,0.28,17650,17700,17200,226395,3956011450,645073083900,36444807,KSQ,383
2022-05-31,004690,삼천리,KOSPI,,159000,2,-5000,-3.05,163500,164000,158000,20497,3289540000,644748975000,4055025,STK,384
2022-05-31,003470,유안타증권,KOSPI,,3225,2,-35,-1.07,3260,3270,3225,271321,876662165,643698957600,199596576,STK,385
2022-05-31,085370,루트로닉,KOSDAQ,중견기업부,24400,1,600,2.52,24100,24650,23850,644195,15720856200,642127504400,26316701,KSQ,386
2022-05-31,089980,상아프론테크,KOSDAQ,우량기업부,40150,1,650,1.65,39450,40300,39200,90329,3611728450,641959835550,15989037,KSQ,387
2022-05-31,025540,한국단자,KOSPI,,61300,2,-200,-0.33,60800,62000,60800,14186,871837300,638439500000,10415000,STK,388
2022-05-31,192400,쿠쿠홀딩스,KOSPI,,17900,1,350,1.99,17550,18050,17350,47719,848938650,636563111500,35562185,STK,389
2022-05-31,235980,메드팩토,KOSDAQ,기술성장기업부,30200,1,1100,3.78,29200,30300,28450,161661,4782644450,635630030400,21047352,KSQ,390
2022-05-31,049770,동원F&B,KOSPI,,164500,2,-1000,-0.6,165500,166500,163500,2829,465923500,634825898000,3859124,STK,391
2022-05-31,025860,남해화학,KOSPI,,12700,2,-150,-1.17,12850,13100,12700,561497,7222172400,630921306100,49678843,STK,392
2022-05-31,950220,네오이뮨텍,KOSDAQ,외국기업(소속부없음),6380,1,200,3.24,6220,6450,6180,654712,4152877040,629970833800,98741510,KSQ,393
2022-05-31,001430,세아베스틸지주,KOSPI,,17550,2,-100,-0.57,17650,17750,17400,50939,896160200,629380188450,35862119,STK,394
2022-05-31,097230,HJ중공업,KOSPI,,7480,1,50,0.67,7490,7650,7400,56380,423123910,622891621880,83274281,STK,395
2022-05-31,033290,코웰패션,KOSDAQ,우량기업부,7020,2,-70,-0.99,7090,7120,6990,208858,1468649420,621271642680,88500234,KSQ,396
2022-05-31,131970,두산테스나,KOSDAQ,우량기업부,41600,2,-100,-0.24,41400,41900,40700,293265,12120095950,613998403200,14759577,KSQ,397
2022-05-31,002350,넥센타이어,KOSPI,,6270,2,-10,-0.16,6280,6370,6220,185567,1171503150,612377588790,97667877,STK,398
2022-05-31,001530,DI동일,KOSPI,,23950,2,-650,-2.64,24750,24750,23950,110138,2654491250,612360066500,25568270,STK,399
2022-05-31,00680K,미래에셋증권2우B,KOSPI,,4350,3,0,0.0,4360,4375,4335,106177,462399345,609000000000,140000000,STK,400
2022-05-31,038540,상상인,KOSDAQ,우량기업부,11000,1,800,7.84,10250,11100,10200,555976,5992070150,608611443000,55328313,KSQ,401
2022-05-31,183300,코미코,KOSDAQ,우량기업부,60700,2,-100,-0.16,61500,61500,60200,22930,1395051400,608241132900,10020447,KSQ,402
2022-05-31,007810,코리아써키트,KOSPI,,25700,2,-450,-1.72,26300,26350,25650,461130,11913813450,607053300700,23620751,STK,403
2022-05-31,004430,송원산업,KOSPI,,25250,2,-450,-1.75,25700,25900,25100,206379,5222742950,606000000000,24000000,STK,404
2022-05-31,121800,비덴트,KOSDAQ,벤처기업부,11800,2,-200,-1.67,12400,12650,11750,3039380,36745515850,605587764600,51320997,KSQ,405
2022-05-31,194480,데브시스터즈,KOSDAQ,우량기업부,51100,2,-700,-1.35,53100,53100,51000,88196,4574662800,604367876000,11827160,KSQ,406
2022-05-31,950130,엑세스바이오,KOSDAQ,외국기업(소속부없음),16600,3,0,0.0,16650,16850,16350,229178,3802951700,602837748200,36315527,KSQ,407
2022-05-31,287410,제이시스메디칼,KOSDAQ,벤처기업부,8360,2,-170,-1.99,8600,8610,8360,419093,3530162950,596063585920,71299472,KSQ,408
2022-05-31,002240,고려제강,KOSPI,,25900,1,600,2.37,25500,26100,25250,86582,2237280550,595700000000,23000000,STK,409
2022-05-31,086390,유니테스트,KOSDAQ,우량기업부,28050,1,1500,5.65,26550,28350,26450,726144,20232999400,592812234300,21134126,KSQ,410
2022-05-31,048530,인트론바이오,KOSDAQ,기술성장기업부,17350,1,700,4.2,16800,17550,16550,338309,5797797700,592515720700,34150762,KSQ,411
2022-05-31,005090,SGC에너지,KOSPI,,40300,1,1450,3.73,38850,40450,38800,191333,7604691300,591483261200,14677004,STK,412
2022-05-31,293940,신한알파리츠,KOSPI,,7990,1,40,0.5,7960,7990,7930,165970,1322007490,589902682770,73830123,STK,413
2022-05-31,091120,이엠텍,KOSDAQ,우량기업부,37100,1,1400,3.92,35900,37400,35650,183952,6777773650,589442425600,15887936,KSQ,414
2022-05-31,382840,원준,KOSDAQ,벤처기업부,117100,2,-2700,-2.25,119900,119900,116900,85691,10101715700,587864366100,5020191,KSQ,415
2022-05-31,054210,이랜텍,KOSDAQ,우량기업부,23200,2,-300,-1.28,23300,24100,23050,398011,9364886650,586756072000,25291210,KSQ,416
2022-05-31,041190,우리기술투자,KOSDAQ,우량기업부,6960,1,90,1.31,7090,7100,6820,1768633,12318214290,584640000000,84000000,KSQ,417
2022-05-31,357120,코람코에너지리츠,KOSPI,,6590,1,10,0.15,6580,6600,6540,118709,781357130,583442183660,88534474,STK,418
2022-05-31,034310,NICE,KOSPI,,15400,1,50,0.33,15400,15500,15300,23221,357551500,583387420000,37882300,STK,419
2022-05-31,082270,젬백스,KOSDAQ,벤처기업부,14650,3,0,0.0,14700,14700,14450,77047,1125597350,583258442950,39812863,KSQ,420
2022-05-31,017810,풀무원,KOSPI,,15300,2,-150,-0.97,15600,15600,15300,174569,2679414200,583244292600,38120542,STK,421
2022-05-31,298040,효성중공업,KOSPI,,62300,1,2100,3.49,60100,62500,60100,70111,4343880200,580919340400,9324548,STK,422
2022-05-31,092040,아미코젠,KOSDAQ,기술성장기업부,29250,2,-700,-2.34,29800,29800,28950,113568,3322311800,577825209000,19754708,KSQ,423
2022-05-31,001060,JW중외제약,KOSPI,,25900,2,-250,-0.96,26150,26550,25650,92542,2395971500,574412297900,22178081,STK,424
2022-05-31,006730,서부T&D,KOSDAQ,중견기업부,9490,1,90,0.96,9490,9490,9360,118924,1123108730,573193200450,60399705,KSQ,425
2022-05-31,017960,한국카본,KOSPI,,13000,1,100,0.78,13050,13400,12900,452026,5902235600,571489841000,43960757,STK,426
2022-05-31,093050,LF,KOSPI,,19500,1,150,0.78,19400,19650,19150,32105,623915850,570180000000,29240000,STK,427
2022-05-31,043150,바텍,KOSDAQ,우량기업부,37850,1,150,0.4,37800,37950,37500,19913,750828600,562233589600,14854256,KSQ,428
2022-05-31,036830,솔브레인홀딩스,KOSDAQ,우량기업부,26800,2,-200,-0.74,27000,27150,26500,127411,3417397400,561836700800,20964056,KSQ,429
2022-05-31,008730,율촌화학,KOSPI,,22600,1,450,2.03,22150,22750,22150,61371,1384112250,560480000000,24800000,STK,430
2022-05-31,000400,롯데손해보험,KOSPI,,1805,2,-5,-0.28,1820,1825,1800,508083,917819495,560157057600,310336320,STK,431
2022-05-31,033240,자화전자,KOSPI,,28250,2,-350,-1.22,28550,28750,28150,135383,3835447400,558297631000,19762748,STK,432
2022-05-31,151860,KG ETS,KOSDAQ,우량기업부,15400,2,-50,-0.32,15600,15900,15350,812502,12627644200,554400000000,36000000,KSQ,433
2022-05-31,101490,에스앤에스텍,KOSDAQ,우량기업부,25700,2,-50,-0.19,25700,25800,25350,80194,2053484200,551302187900,21451447,KSQ,434
2022-05-31,170900,동아에스티,KOSPI,,64800,3,0,0.0,65200,65400,64700,7353,477746300,547333848000,8446510,STK,435
2022-05-31,145990,삼양사,KOSPI,,52500,2,-300,-0.57,53000,53000,52100,12682,664309900,541456072500,10313449,STK,436
2022-05-31,001720,신영증권,KOSPI,,57200,2,-500,-0.87,57500,57800,57200,2843,162869100,536892756400,9386237,STK,437
2022-05-31,060720,KH바텍,KOSDAQ,중견기업부,22600,1,150,0.67,22500,22650,21950,307083,6887583050,535110189200,23677442,KSQ,438
2022-05-31,199800,툴젠,KOSDAQ,기술성장기업부,67700,1,1800,2.73,65500,68600,65400,15415,1037162600,531609307900,7852427,KSQ,439
2022-05-31,006390,한일현대시멘트,KOSPI,,29900,1,50,0.17,29900,30000,29700,7904,236142600,531458596500,17774535,STK,440
2022-05-31,030520,한글과컴퓨터,KOSDAQ,우량기업부,21050,1,400,1.94,20600,21200,20550,174866,3641137600,530540621500,25203830,KSQ,441
2022-05-31,001820,삼화콘덴서,KOSPI,,50800,1,100,0.2,50700,50900,50600,27224,1381393200,528066000000,10395000,STK,442
2022-05-31,041960,코미팜,KOSDAQ,벤처기업부,8190,1,10,0.12,8110,8200,8040,114186,925053560,525682324440,64185876,KSQ,443
2022-05-31,140410,메지온,KOSDAQ,중견기업부,19450,2,-550,-2.75,19950,20100,19000,310387,6023905850,520132250100,26742018,KSQ,444
2022-05-31,217270,넵튠,KOSDAQ,중견기업부,15750,2,-350,-2.17,16050,16300,15700,182803,2890561100,519673203000,32995124,KSQ,446
2022-05-31,000815,삼성화재우,KOSPI,,162500,1,500,0.31,162000,162500,161000,5329,863129000,518700000000,3192000,STK,447
2022-05-31,267980,매일유업,KOSDAQ,우량기업부,66100,2,-900,-1.34,67100,67200,66100,11690,776683100,518464471800,7843638,KSQ,448
2022-05-31,039840,디오,KOSDAQ,우량기업부,32850,1,200,0.61,32850,32850,32100,50972,1662018300,518186050650,15774309,KSQ,449
2022-05-31,005180,빙그레,KOSPI,,52400,1,200,0.38,52200,52600,51900,9679,506324100,516205028400,9851241,STK,450
2022-05-31,071840,롯데하이마트,KOSPI,,21850,1,200,0.92,21700,21850,21550,19720,428349200,515828507200,23607712,STK,451
2022-05-31,138490,코오롱플라스틱,KOSPI,,13550,1,150,1.12,13500,13750,13350,282625,3829448500,514900000000,38000000,STK,452
2022-05-31,007570,일양약품,KOSPI,,26950,1,1700,6.73,25000,29600,24900,2178443,61022311550,514358644800,19085664,STK,453
2022-05-31,095610,테스,KOSDAQ,우량기업부,25950,1,50,0.19,25950,25950,25650,81072,2090910250,512985464700,19768226,KSQ,454
2022-05-31,038500,삼표시멘트,KOSDAQ,우량기업부,4750,3,0,0.0,4750,4760,4705,256584,1216701520,512602453500,107916306,KSQ,455
2022-05-31,095660,네오위즈,KOSDAQ,우량기업부,23250,1,700,3.1,22600,23850,22250,400043,9339043300,512283966750,22033719,KSQ,456
2022-05-31,306200,세아제강,KOSPI,,180000,1,1000,0.56,180000,180500,178000,15604,2795720500,510534000000,2836300,STK,457
2022-05-31,001880,DL건설,KOSPI,,23150,1,150,0.65,23300,23300,22650,35705,819522750,510533524600,22053284,STK,458
2022-05-31,143240,사람인에이치알,KOSDAQ,우량기업부,43600,1,650,1.51,43450,43800,42600,22399,970164650,508343866800,11659263,KSQ,459
2022-05-31,007690,국도화학,KOSPI,,56400,1,2700,5.03,53800,56400,53400,85052,4720856100,508198742400,9010616,STK,460
2022-05-31,003100,선광,KOSDAQ,우량기업부,76800,2,-900,-1.16,77700,78000,72000,38432,2940804900,506880000000,6600000,KSQ,461
2022-05-31,102460,이연제약,KOSPI,,28150,1,250,0.9,27900,28650,27650,111305,3134573550,506659942550,17998577,STK,462
2022-05-31,032190,다우데이타,KOSDAQ,우량기업부,13200,1,200,1.54,12900,13200,12850,29156,379982050,505560000000,38300000,KSQ,463
2022-05-31,000370,한화손해보험,KOSPI,,4330,1,20,0.46,4320,4370,4190,661279,2820905130,505479501950,116738915,STK,464
2022-05-31,115390,락앤락,KOSPI,,9770,1,110,1.14,9660,9770,9600,26403,256260320,503647544780,51550414,STK,465
2022-05-31,034830,한국토지신탁,KOSPI,,1990,1,10,0.51,1990,2000,1975,733960,1457169375,502453567700,252489230,STK,466
2022-05-31,330860,네패스아크,KOSDAQ,벤처기업부,41100,1,150,0.37,41250,41300,41000,19655,808781250,500764249500,12184045,KSQ,467
2022-05-31,230360,에코마케팅,KOSDAQ,벤처기업부,15500,2,-600,-3.73,16100,16150,15450,329253,5139553650,500619449500,32298029,KSQ,468
2022-05-31,084010,대한제강,KOSPI,,20300,1,200,1.0,20100,20400,19950,41449,836047250,500328700200,24646734,STK,469
2022-05-31,205470,휴마시스,KOSDAQ,우량기업부,14600,1,100,0.69,14600,14850,14350,605125,8840921600,499667699000,34223815,KSQ,470
2022-05-31,003070,코오롱글로벌,KOSPI,,19700,1,150,0.77,19700,20300,19600,24493,485402800,496645628600,25210438,STK,471
2022-05-31,102710,이엔에프테크놀로지,KOSDAQ,우량기업부,34750,1,450,1.31,34300,34900,34050,53477,1847402250,496502301000,14287836,KSQ,472
2022-05-31,009160,SIMPAC,KOSPI,,7550,1,20,0.27,7530,7640,7480,111160,840626720,493992845800,65429516,STK,473
2022-05-31,027410,BGF,KOSPI,,5160,2,-30,-0.58,5160,5240,5150,142091,734902870,493898641560,95716791,STK,474
2022-05-31,268600,셀리버리,KOSDAQ,기술성장기업부,28300,1,150,0.53,28300,28500,27650,106439,2991684350,490546511700,17333799,KSQ,475
2022-05-31,037560,LG헬로비전,KOSPI,,6310,1,40,0.64,6260,6480,6250,738062,4694719610,488689718150,77446865,STK,476
2022-05-31,007660,이수페타시스,KOSPI,,7670,2,-90,-1.16,7800,7810,7600,1324585,10152185390,485100033730,63246419,STK,477
2022-05-31,005420,코스모화학,KOSPI,,17400,1,600,3.57,16800,17550,16800,416305,7216984250,484766731800,27860157,STK,478
2022-05-31,068400,SK렌터카,KOSPI,,10250,3,0,0.0,10250,10350,10100,40870,417008800,484679860000,47285840,STK,479
2022-05-31,123890,한국자산신탁,KOSPI,,3895,1,5,0.13,3900,3925,3895,125210,488401740,482893344040,123977752,STK,480
2022-05-31,104830,원익머트리얼즈,KOSDAQ,우량기업부,38200,2,-400,-1.04,38500,38700,38050,46494,1776795000,481625600000,12608000,KSQ,481
2022-05-31,092220,KEC,KOSPI,,3325,2,-15,-0.45,3355,3375,3320,2015606,6731854930,481287568825,144748141,STK,482
2022-05-31,006405,삼성SDI우,KOSPI,,296500,2,-2000,-0.67,298500,299500,292000,7595,2241085000,479706164000,1617896,STK,483
2022-05-31,061970,엘비세미콘,KOSDAQ,우량기업부,10950,3,0,0.0,10950,11000,10800,133627,1456995750,479441282400,43784592,KSQ,484
2022-05-31,183190,아세아시멘트,KOSPI,,12300,1,200,1.65,12100,12450,12100,226901,2795338700,479184507000,38958090,STK,485
2022-05-31,226320,잇츠한불,KOSPI,,21850,1,150,0.69,22000,22100,21500,103766,2261660800,479155532750,21929315,STK,486
2022-05-31,047820,초록뱀미디어,KOSDAQ,중견기업부,21900,1,50,0.23,21850,22050,21700,100699,2194238300,475289173800,21702702,KSQ,487
2022-05-31,089970,에이피티씨,KOSDAQ,우량기업부,20050,1,100,0.5,20000,20200,19750,57782,1156760900,475196929750,23700595,KSQ,488
2022-05-31,063080,컴투스홀딩스,KOSDAQ,우량기업부,71900,2,-2500,-3.36,74200,74300,71600,194895,14105786200,474194304800,6595192,KSQ,489
2022-05-31,030610,교보증권,KOSPI,,7330,1,10,0.14,7310,7360,7310,63222,463480150,473908659680,64653296,STK,490
2022-05-31,018250,애경산업,KOSPI,,17900,1,400,2.29,17500,17900,17500,26554,471510350,472737836500,26409935,STK,491
2022-05-31,060150,인선이엔티,KOSDAQ,우량기업부,10150,1,50,0.5,10100,10150,10000,122519,1237648200,472620661800,46563612,KSQ,492
2022-05-31,011930,신성이엔지,KOSPI,,2285,1,80,3.63,2205,2490,2205,47835351,113413617185,470363025035,205848151,STK,493
2022-05-31,243840,신흥에스이씨,KOSDAQ,우량기업부,60300,1,500,0.84,60200,61000,59800,46222,2785292500,468122708700,7763229,KSQ,494
2022-05-31,307750,국전약품,KOSDAQ,우량기업부,9510,2,-280,-2.86,9790,9830,9360,4147734,39687176550,466648748190,49069269,KSQ,495
2022-05-31,161000,애경케미칼,KOSPI,,9580,2,-30,-0.31,9590,9680,9540,82994,797801590,466054632220,48648709,STK,496
2022-05-31,002900,TYM,KOSPI,,3050,1,60,2.01,2990,3170,2990,11735277,36272995555,464678928350,152353747,STK,497
2022-05-31,243070,휴온스,KOSDAQ,우량기업부,38800,2,-300,-0.77,39100,39150,38500,22178,860543000,463099301200,11935549,KSQ,498
2022-05-31,051500,CJ프레시웨이,KOSDAQ,중견기업부,38750,1,200,0.52,38750,38750,37950,26513,1016825150,460023957500,11871586,KSQ,499
2022-05-31,003800,에이스침대,KOSDAQ,관리종목(소속부없음),41300,2,-800,-1.9,42200,42450,41300,5886,246270650,458017000000,11090000,KSQ,500
2022-05-31,002320,한진,KOSPI,,30600,2,-500,-1.61,30800,31050,30600,20835,639533500,457397416800,14947628,STK,501
2022-05-31,286940,롯데정보통신,KOSPI,,29700,1,100,0.34,29600,29800,29500,33480,992529100,457271030700,15396331,STK,502
2022-05-31,094800,맵스리얼티1,KOSPI,,4890,3,0,0.0,4900,4900,4885,30504,149102440,453959878590,92834331,STK,503
2022-05-31,088800,에이스테크,KOSDAQ,중견기업부,10350,2,-100,-0.96,10400,10500,10300,165630,1719270900,452717062650,43740779,KSQ,504
2022-05-31,053030,바이넥스,KOSDAQ,우량기업부,14250,2,-50,-0.35,14300,14300,14050,202372,2877370450,452594934000,31761048,KSQ,505
2022-05-31,033270,유나이티드제약,KOSPI,,27850,2,-150,-0.54,28000,28150,27850,41444,1158543950,452418292700,16244822,STK,506
2022-05-31,037270,YG PLUS,KOSPI,,7120,3,0,0.0,7120,7170,7070,191909,1366549890,451617399200,63429410,STK,507
2022-05-31,104480,티케이케미칼,KOSDAQ,우량기업부,4955,2,-15,-0.3,4950,4980,4915,495133,2448457210,450386875470,90895434,KSQ,508
2022-05-31,108670,LX하우시스,KOSPI,,50200,2,-500,-0.99,50400,50900,49950,41323,2086083900,450177034000,8967670,STK,509
2022-05-31,206560,덱스터,KOSDAQ,기술성장기업부,17700,1,100,0.57,18050,18250,17550,376076,6702386650,449762947200,25410336,KSQ,510
2022-05-31,001390,KG케미칼,KOSPI,,32350,3,0,0.0,32450,33250,32350,203097,6640190250,448568205600,13866096,STK,511
2022-05-31,246710,티앤알바이오팹,KOSDAQ,기술성장기업부,21550,2,-100,-0.46,21700,22000,21400,44806,968810950,448066824200,20791964,KSQ,512
2022-05-31,027710,팜스토리,KOSDAQ,우량기업부,4005,2,-90,-2.2,4145,4185,3985,12250885,49835441885,446223483000,111416600,KSQ,513
2022-05-31,099320,쎄트렉아이,KOSDAQ,우량기업부,48950,1,50,0.1,48900,49150,48600,35158,1718109700,444740462650,9085607,KSQ,514
2022-05-31,230240,에치에프알,KOSDAQ,벤처기업부,32950,2,-650,-1.93,33050,33800,32750,64170,2119965700,444463406700,13489026,KSQ,515
2022-05-31,031330,에스에이엠티,KOSDAQ,우량기업부,4440,1,15,0.34,4455,4455,4415,120708,534636305,443978097480,99995067,KSQ,516
2022-05-31,053210,스카이라이프,KOSPI,,9280,1,120,1.31,9140,9350,9140,89086,823344830,443787844480,47821966,STK,517
2022-05-31,013120,동원개발,KOSDAQ,우량기업부,4875,2,-25,-0.51,4900,4920,4860,64050,313158005,442689487500,90808100,KSQ,518
2022-05-31,058820,CMG제약,KOSDAQ,중견기업부,3185,2,-50,-1.55,3190,3210,3130,887125,2813899800,442371797140,138892244,KSQ,519
